Label_L	X(m)	Y(m)	Z(m)	Yaw(deg)	Pitch(deg)	Roll(deg)	Omega(deg)	Phi(deg)	Kappa(deg)	Label_R	X(m)	Y(m)	Z(m)	Yaw(deg)	Pitch(deg)	Roll(deg)	Omega(deg)	Phi(deg)	Kappa(deg)
pangyo00/049_L.png	601.7797963267254	-8.512569974795127	2.2430858598042547	92.96398982070207	83.27438354926848	6.672653489882056	29.210044645272454	-82.3415031860263	-61.355824844903275	pangyo00/049_R.png	601.9569684935547	-9.980190779065667	2.2032117733725594	90.55677380204727	83.03118086486072	4.999674159424224	32.68035371571355	-81.74378352946025	-57.65809644187457
pangyo01/049_L.png	830.2570349606046	419.58987604364114	0.9162261902080332	55.42872068574439	86.19089662974591	-8.908861264439494	81.35811909041595	-64.10084536549452	-7.194412264706733	pangyo01/049_R.png	830.5129943972014	419.0728270967943	0.9284702896360577	52.78538850664411	85.86437179800117	-11.49511103461621	80.71816818992978	-64.01350003569762	-7.531851546974499
pangyo02/049_L.png	748.6738748812087	380.66842256053224	3.558736065463335	66.93595375994275	86.827419794852	-4.339073863233745	80.2281858752933	-71.02567319000629	-9.010013158044853	pangyo02/049_R.png	748.8346221562709	380.12677399457993	3.5489772478948156	63.16254140226288	86.53527018133957	-8.03356487294322	79.4565693735012	-70.9111240679683	-9.490859251309997
pangyo03/049_L.png	660.1736893032804	351.51506148720176	4.488543531856308	38.50991492987601	83.35946627311495	8.981856286493459	82.47709402171449	-29.256729751255733	-4.734059137701827	pangyo03/049_R.png	660.6820925760426	351.2079310014245	4.489682016086763	35.91407050087994	83.10778066789048	6.642712228068506	82.16750935731028	-28.995186109349543	-4.615963895282218
pangyo04/049_L.png	977.4093418999129	41.301855349723	1.2935017157545257	178.94350512899462	88.91428337903317	0.0	-88.96363402113543	-1.0621840213825529	179.69501210089427	pangyo04/049_R.png	976.9185907516529	41.260348960447686	1.2839107160361936	178.87584576565789	88.71450406440425	0.0	-88.71458390050292	-1.1245220228482	179.99621566667952
pangyo05/049_L.png	0	0	0	0	0	0	0	0	0	pangyo05/049_R.png	0	0	0	0	0	0	0	0	0
pangyo06/049_L.png	0	0	0	0	0	0	0	0	0	pangyo06/049_R.png	0	0	0	0	0	0	0	0	0
pangyo07/049_L.png	979.1307924802306	187.45887102897632	0.024550750625558837	181.5026306984175	88.39386568678388	0.0	-88.58107081316112	1.483522350619376	179.20974995206868	pangyo07/049_R.png	978.6520165141433	187.4381871394124	0.014021086058840448	181.48761334518554	88.24018317643873	0.0	-88.32216108035121	1.4713904858869475	179.42422301511306
pangyo08/049_L.png	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	pangyo08/049_R.png	0.9509344851732138	0.006610442983150562	-0.013901853430089576	359.7554413449357	-0.26574851751582257	0.5062471941404693	-0.26790696489642524	0.5051082813394531	0.24456552809926121
pangyo09/049_L.png	984.6371554596594	333.2273243006712	-1.0456565240676032	182.4215162218034	84.88876587338353	1.5394459671593084	-84.89002162427408	0.8724465901773952	179.78430681214155	pangyo09/049_R.png	984.1227084737274	333.2547924158744	-1.0337704945345365	179.6261549507488	84.58893697847492	-1.1055540633639693	-84.58950274115618	0.7333747659591318	-179.96474356952479
pangyo10/049_L.png	983.4755622349068	283.0564184330463	-0.7066930124053454	180.79322607325312	89.24150025906081	0.0	-89.41988342628679	0.7882377274332127	179.5032876243628	pangyo10/049_R.png	982.9237799951751	283.1011985346038	-0.699718065845057	180.55742122494988	89.10567512437213	0.0	-89.14313018420144	0.5535273353222776	179.7354704932602
