7.240000000000000000e+02,4.000000000000000000e+01,6.080000000000000000e+02,2.380000000000000000e+02,6.250000000000000000e+02,2.470000000000000000e+02,6.210000000000000000e+02,1.560000000000000000e+02,6.070000000000000000e+02,5.300000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.960000000000000000e+02,4.900000000000000000e+01,1.910000000000000000e+02,1.970000000000000000e+02,3.710000000000000000e+02,2.540000000000000000e+02,2.350000000000000000e+02,1.520000000000000000e+02,1.560000000000000000e+02,1.700000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.340000000000000000e+02,1.140000000000000000e+02,6.500000000000000000e+02,2.960000000000000000e+02,6.750000000000000000e+02,3.290000000000000000e+02,6.190000000000000000e+02,1.860000000000000000e+02,6.600000000000000000e+02,1.260000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
7.500000000000000000e+02,1.380000000000000000e+02,6.730000000000000000e+02,2.920000000000000000e+02,6.470000000000000000e+02,3.030000000000000000e+02,6.800000000000000000e+02,2.810000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,7.010000000000000000e+02,3.200000000000000000e+01
4.740000000000000000e+02,1.560000000000000000e+02,4.670000000000000000e+02,3.050000000000000000e+02,5.220000000000000000e+02,3.100000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,4.420000000000000000e+02,1.670000000000000000e+02,3.440000000000000000e+02,6.200000000000000000e+01
4.530000000000000000e+02,1.580000000000000000e+02,4.500000000000000000e+02,3.090000000000000000e+02,5.120000000000000000e+02,3.200000000000000000e+02,4.840000000000000000e+02,2.800000000000000000e+02,4.220000000000000000e+02,1.640000000000000000e+02,3.340000000000000000e+02,9.800000000000000000e+01
4.960000000000000000e+02,1.770000000000000000e+02,4.870000000000000000e+02,3.260000000000000000e+02,5.380000000000000000e+02,3.310000000000000000e+02,5.180000000000000000e+02,2.950000000000000000e+02,4.660000000000000000e+02,1.930000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
6.420000000000000000e+02,1.810000000000000000e+02,6.140000000000000000e+02,3.300000000000000000e+02,6.390000000000000000e+02,3.540000000000000000e+02,6.310000000000000000e+02,3.140000000000000000e+02,6.120000000000000000e+02,1.720000000000000000e+02,5.900000000000000000e+02,7.400000000000000000e+01
6.970000000000000000e+02,1.890000000000000000e+02,6.640000000000000000e+02,3.360000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,6.710000000000000000e+02,3.200000000000000000e+02,6.770000000000000000e+02,1.820000000000000000e+02,6.820000000000000000e+02,8.900000000000000000e+01
6.840000000000000000e+02,1.900000000000000000e+02,6.520000000000000000e+02,3.370000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,6.610000000000000000e+02,3.210000000000000000e+02,6.610000000000000000e+02,1.830000000000000000e+02,6.590000000000000000e+02,9.000000000000000000e+01
6.970000000000000000e+02,2.040000000000000000e+02,6.640000000000000000e+02,3.480000000000000000e+02,6.720000000000000000e+02,3.660000000000000000e+02,6.710000000000000000e+02,3.300000000000000000e+02,6.770000000000000000e+02,1.980000000000000000e+02,6.830000000000000000e+02,1.090000000000000000e+02
5.140000000000000000e+02,2.130000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,5.510000000000000000e+02,3.590000000000000000e+02,5.320000000000000000e+02,3.260000000000000000e+02,4.860000000000000000e+02,2.380000000000000000e+02,4.510000000000000000e+02,2.170000000000000000e+02
6.770000000000000000e+02,2.190000000000000000e+02,6.470000000000000000e+02,3.630000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,6.570000000000000000e+02,3.410000000000000000e+02,6.540000000000000000e+02,2.180000000000000000e+02,6.490000000000000000e+02,1.380000000000000000e+02
