8.070000000000000000e+02,2.110000000000000000e+02,6.980000000000000000e+02,2.010000000000000000e+02,7.810000000000000000e+02,2.110000000000000000e+02,7.380000000000000000e+02,2.070000000000000000e+02,6.870000000000000000e+02,1.790000000000000000e+02,6.810000000000000000e+02,1.750000000000000000e+02
1.244000000000000000e+03,2.430000000000000000e+02,1.274000000000000000e+03,1.730000000000000000e+02,1.245000000000000000e+03,2.150000000000000000e+02,1.251000000000000000e+03,1.960000000000000000e+02,1.311000000000000000e+03,4.700000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.106000000000000000e+03,2.290000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,1.092000000000000000e+03,2.020000000000000000e+02,1.089000000000000000e+03,2.360000000000000000e+02,1.144000000000000000e+03,1.300000000000000000e+01,1.228000000000000000e+03,8.800000000000000000e+01
8.790000000000000000e+02,1.890000000000000000e+02,7.800000000000000000e+02,1.550000000000000000e+02,8.520000000000000000e+02,1.810000000000000000e+02,8.150000000000000000e+02,1.690000000000000000e+02,7.740000000000000000e+02,1.230000000000000000e+02,7.730000000000000000e+02,1.020000000000000000e+02
7.120000000000000000e+02,4.410000000000000000e+02,6.020000000000000000e+02,4.520000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,6.480000000000000000e+02,4.520000000000000000e+02,5.830000000000000000e+02,4.400000000000000000e+02,5.820000000000000000e+02,4.470000000000000000e+02
1.208000000000000000e+03,3.250000000000000000e+02,1.228000000000000000e+03,2.810000000000000000e+02,1.208000000000000000e+03,3.060000000000000000e+02,1.211000000000000000e+03,2.950000000000000000e+02,1.295000000000000000e+03,1.700000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
7.900000000000000000e+02,2.130000000000000000e+02,6.820000000000000000e+02,2.020000000000000000e+02,7.660000000000000000e+02,2.130000000000000000e+02,7.230000000000000000e+02,2.080000000000000000e+02,6.690000000000000000e+02,1.790000000000000000e+02,6.630000000000000000e+02,1.750000000000000000e+02
9.630000000000000000e+02,1.460000000000000000e+02,8.860000000000000000e+02,8.200000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.100000000000000000e+02,1.060000000000000000e+02,8.950000000000000000e+02,3.400000000000000000e+01,9.080000000000000000e+02,3.400000000000000000e+01
9.110000000000000000e+02,1.770000000000000000e+02,8.190000000000000000e+02,1.330000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,8.430000000000000000e+02,1.420000000000000000e+02,8.160000000000000000e+02,7.200000000000000000e+01,8.200000000000000000e+02,6.800000000000000000e+01
1.104000000000000000e+03,1.820000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,1.090000000000000000e+03,1.500000000000000000e+02,1.087000000000000000e+03,1.780000000000000000e+02,1.121000000000000000e+03,1.000000000000000000e+01,1.168000000000000000e+03,2.300000000000000000e+01
1.233000000000000000e+03,3.260000000000000000e+02,1.260000000000000000e+03,2.820000000000000000e+02,1.235000000000000000e+03,3.050000000000000000e+02,1.213000000000000000e+03,3.530000000000000000e+02,1.366000000000000000e+03,1.760000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.158000000000000000e+03,2.770000000000000000e+02,1.162000000000000000e+03,2.140000000000000000e+02,1.151000000000000000e+03,2.530000000000000000e+02,1.152000000000000000e+03,2.940000000000000000e+02,1.222000000000000000e+03,1.650000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.066000000000000000e+03,1.540000000000000000e+02,1.054000000000000000e+03,9.700000000000000000e+01,1.047000000000000000e+03,1.210000000000000000e+02,1.028000000000000000e+03,1.000000000000000000e+02,1.045000000000000000e+03,1.600000000000000000e+01,1.086000000000000000e+03,1.700000000000000000e+01
8.770000000000000000e+02,1.400000000000000000e+02,7.790000000000000000e+02,1.000000000000000000e+02,8.490000000000000000e+02,1.290000000000000000e+02,8.120000000000000000e+02,1.160000000000000000e+02,7.740000000000000000e+02,6.400000000000000000e+01,7.720000000000000000e+02,4.000000000000000000e+01
1.105000000000000000e+03,2.060000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,1.090000000000000000e+03,1.750000000000000000e+02,1.088000000000000000e+03,2.070000000000000000e+02,1.144000000000000000e+03,4.900000000000000000e+01,1.226000000000000000e+03,4.600000000000000000e+01
