3.140000000000000000e+02,3.820000000000000000e+02,3.510000000000000000e+02,4.080000000000000000e+02,4.130000000000000000e+02,4.290000000000000000e+02,3.740000000000000000e+02,4.150000000000000000e+02,5.250000000000000000e+02,4.460000000000000000e+02,5.530000000000000000e+02,4.560000000000000000e+02
5.090000000000000000e+02,6.320000000000000000e+02,5.180000000000000000e+02,5.870000000000000000e+02,5.460000000000000000e+02,5.870000000000000000e+02,5.330000000000000000e+02,5.940000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,6.110000000000000000e+02,5.520000000000000000e+02
4.470000000000000000e+02,5.700000000000000000e+02,4.510000000000000000e+02,5.440000000000000000e+02,5.010000000000000000e+02,5.410000000000000000e+02,4.770000000000000000e+02,5.450000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,5.880000000000000000e+02,5.300000000000000000e+02
2.830000000000000000e+02,4.190000000000000000e+02,3.290000000000000000e+02,4.350000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,3.540000000000000000e+02,4.400000000000000000e+02,5.140000000000000000e+02,4.640000000000000000e+02,5.440000000000000000e+02,4.720000000000000000e+02
4.290000000000000000e+02,3.700000000000000000e+02,4.350000000000000000e+02,3.980000000000000000e+02,4.810000000000000000e+02,4.200000000000000000e+02,4.520000000000000000e+02,4.050000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,5.880000000000000000e+02,4.560000000000000000e+02
1.700000000000000000e+02,1.420000000000000000e+02,1.760000000000000000e+02,2.100000000000000000e+02,1.870000000000000000e+02,1.890000000000000000e+02,1.800000000000000000e+02,2.120000000000000000e+02,4.350000000000000000e+02,3.350000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.420000000000000000e+02,5.180000000000000000e+02,2.310000000000000000e+02,5.070000000000000000e+02,3.170000000000000000e+02,5.090000000000000000e+02,2.620000000000000000e+02,5.070000000000000000e+02,4.470000000000000000e+02,5.070000000000000000e+02,4.860000000000000000e+02,5.080000000000000000e+02
2.990000000000000000e+02,5.870000000000000000e+02,3.440000000000000000e+02,5.550000000000000000e+02,4.080000000000000000e+02,5.470000000000000000e+02,3.680000000000000000e+02,5.520000000000000000e+02,5.140000000000000000e+02,5.350000000000000000e+02,5.460000000000000000e+02,5.320000000000000000e+02
1.160000000000000000e+02,5.450000000000000000e+02,2.120000000000000000e+02,5.260000000000000000e+02,3.010000000000000000e+02,5.240000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,4.360000000000000000e+02,5.190000000000000000e+02,4.760000000000000000e+02,5.180000000000000000e+02
2.850000000000000000e+02,3.680000000000000000e+02,3.330000000000000000e+02,3.980000000000000000e+02,3.980000000000000000e+02,4.210000000000000000e+02,3.560000000000000000e+02,4.050000000000000000e+02,5.090000000000000000e+02,4.460000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
4.780000000000000000e+02,7.410000000000000000e+02,6.040000000000000000e+02,7.350000000000000000e+02,5.280000000000000000e+02,6.790000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,4.780000000000000000e+02,7.450000000000000000e+02,6.390000000000000000e+02,5.850000000000000000e+02
6.830000000000000000e+02,6.250000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,6.410000000000000000e+02,5.690000000000000000e+02,6.400000000000000000e+02,5.720000000000000000e+02,6.700000000000000000e+02,5.490000000000000000e+02,7.030000000000000000e+02,5.520000000000000000e+02
9.600000000000000000e+01,4.980000000000000000e+02,1.970000000000000000e+02,4.930000000000000000e+02,2.880000000000000000e+02,4.960000000000000000e+02,2.300000000000000000e+02,4.930000000000000000e+02,4.240000000000000000e+02,4.990000000000000000e+02,4.660000000000000000e+02,5.010000000000000000e+02
4.780000000000000000e+02,6.980000000000000000e+02,4.900000000000000000e+02,6.440000000000000000e+02,5.190000000000000000e+02,6.230000000000000000e+02,5.010000000000000000e+02,6.360000000000000000e+02,5.790000000000000000e+02,5.930000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
4.350000000000000000e+02,6.140000000000000000e+02,4.380000000000000000e+02,5.760000000000000000e+02,4.840000000000000000e+02,5.630000000000000000e+02,4.550000000000000000e+02,5.700000000000000000e+02,5.690000000000000000e+02,5.470000000000000000e+02,5.900000000000000000e+02,5.420000000000000000e+02
4.350000000000000000e+02,6.770000000000000000e+02,4.390000000000000000e+02,6.210000000000000000e+02,4.830000000000000000e+02,6.000000000000000000e+02,4.560000000000000000e+02,6.130000000000000000e+02,5.680000000000000000e+02,5.720000000000000000e+02,5.890000000000000000e+02,5.640000000000000000e+02
2.130000000000000000e+02,5.870000000000000000e+02,2.770000000000000000e+02,5.560000000000000000e+02,3.540000000000000000e+02,5.470000000000000000e+02,3.060000000000000000e+02,5.520000000000000000e+02,4.740000000000000000e+02,5.350000000000000000e+02,5.090000000000000000e+02,5.320000000000000000e+02
